Basque (eu),Spanish (es),es_traduction
"Psikologoen esanetan, ez da arraroa pertsona helduek bizi duten zenbait egoera neurotikoren jatorria ere haurtzaroko zeloen ondorio izatea.","Según los psicólogos, no es extraño que incluso el origen de ciertos estados neuróticos que sufren los adultos provenga de secuelas de celos infantiles padecidos hace décadas.",Erreur
Psikologoen Elkargo Ofizialak Araudi honen hedapena ziurtatuko du gizarte erakunde sail eta profesional guztien artean.,El Colegio Oficial de Psicólogos asegurará la difusión de este Código entre todos los profesionales y el conjunto de instituciones sociales.,Erreur
"Imanol Amayra Irakaslea, Saileko Zuzendariak, eta bere laguntzailea den Esther Lázaro Psikologoak Neuroemotion proiektua aurkeztu dute.","El Profesor Imanol Amayra, Director del Departamento, y su colaboradora, la Psicóloga Esther Lázaro han presentado el proyecto Neuroemotion.",Erreur
"Arlo honetako profesionala bazara (logopeda, psikologoa, psikopedagogoa, etab.) eta Neure-ren profesional kolaboratzaile bihurtu nahi bazara, gurekin harremanetan jarri: info@neure.eu Izena","BCBL - quieres formar parte de los profesionales colaboradores de Neure, contacta con nosotros: info@neure.eu Nombre Email",Erreur
"Matia Fundazioko psikologoa den Cristina Marquesek gai hauetaz aholku praktikoak emango ditu datorren asteazkenean, urtarrilaren 17an, 17:30ean, ikastolako areto nagusian izango den hitzaldi-kolokio batean.","Cristina Marques, psicóloga de Matia Fundazioa, ofrecerá consejos prácticos para que las familias aborden estos temas en una charla-coloquio que tendrá lugar el próximo miércoles 17 de enero a las 17:30 en el salón de actos de la ikastola dentro del ciclo de conferencias de la Escuela de Padres.",Erreur
"Profesionalen artean bi gizarte langile, pedagogoa bat eta psikologoa daude.","Entre los profesionales hay dos trabajadores sociales, una pedagoga y una psicóloga.",Erreur
"Covid osteko egoerak argi utzi digu Psikologoak erakundeetan izan dezakeen rola ahula dela eta urrun dagoela antolakuntzako psikologia klasikotik (hautaketa, prestakuntza eta/edo karreraren garapena). Hortaz gain, psikologia klinikoa, erakunde esparruan aplikatzetik gertuago dago. Erakundeko psikologoaren funtzioak eta zereginak osasunaren alderdiekin lotuta daude; besteak beste, arrisku psikosozialen prebentzioarekin eta osasun emozionalaren sustapenarekin, esku-hartzea psikologikoa.","El rol que el psicólogo en las organizaciones puede jugar en la coyuntura post covid en la que hemos visto lo vulnerables que somos todos, dista mucho de la psicología organizacional clásica (selección, formación y/o desarrollo de carrera) estando más cerca de la aplicación de la psicología clínica en el ámbito organizativo… Las funciones y tareas del psicólogo organizacional están relacionadas con aspectos de la salud; sumando a tareas como la prevención de riesgos psicosociales y promoción de la salud emocional, la intervención psicológica.",Erreur
Zer egiten du osasun-psikologo batek?,¿Qué hace un psicólogo sanitario?,Erreur
"Eskolak psikologo bat dauka; pautak, aholku eta laguntza behar duten ikasle, irakasle eta familiei atenditzeko. Modu honetan ikaslearen garapen zuzenean laguntzen dugu.","Contamos con un psicólogo, para atender y asesorar a aquellos alumn@s, profesores y familias que necesitan pautas, consejos y apoyo para garantizar de este modo el buen desarrollo del niñ@.",Erreur
"Psikologoak, pedagogoak, irakasleak, gizarte-laguntzaileak, erizainak, medikuak. elkartu eta beren indarrak batu dituzte gizarte, komunitate nahiz familia mailako gatazkek adierazmolde ondo gidatu eta zehatzak dituzteneko espazio identifikatzailetzat definitzeko Euskal Herria.","Psicólogos, pedagogos, maestros, asistentes sociales, enfermeros, médicos... han conjugado sus esfuerzos en la definición de Euskal Herria como espacio identificatorio propio donde la conflictiva social, comunitaria y familiar tiene unas expresiones guiadas bien concretas.",Erreur
"Psikologoen arabera, garrantzitsua da txikien zalantzei eta kezkei erreparatzea, beti ere haien adina kontuan hartuta, agertzen doazen heinean haien galderei erantzuten saiatuz.","Según los psicólogos, es importante atender a las dudas y preocupaciones de los pequeños, siempre teniendo en cuenta su edad, además de tratar de responder a sus preguntas a medida que vayan apareciendo.",Erreur
Neuropsikologoa Garuneko Kalteko Zerbitzuaren Ospitaleratze Unitatean.,"Coordinadora de la Unidad de Día de Daño Cerebral Adquirido, Complejo Acamán",Erreur
"Psikologoak, bere aldetik, ez du pertsonen adimeneko eta gorputzezko askatasun eta osotasunaren aurkako ekintzarik burutuko ezta horretarako lagunduko ere.","El/la Psicólogo/a no realizará por sí mismo, ni contribuirá a prácticas que atenten a la libertad e integridad física y psíquica de las personas.",Erreur
1994. urtez geroztik Gipuzkoako Foru Aldundiarekin hitzartutako Gipuzkoako Psikologoen Elkarte Ofizialaren “Eraso sexual eta etxeko tratu txarren biktimen arreta Programa” barruko kasu klinikoen arreta eramaten dut.,Desde 1994 hasta la actualidad estoy atendiendo casos clínicos dentro del “Programa de atención a víctimas de malos tratos domésticos y agresiones sexuales” que el Colegio Oficial de Psicólogos de Gipuzkoa tiene convenido con la Diputación Foral de Gipuzkoa.,"Desde 1994, ofrezco atención a casos clínicos dentro del ""Programa de atención a víctimas de agresiones sexuales y malos tratos domésticos"" acordado con la Diputación Foral de Gipuzkoa a través de la Asociación Oficial de Psicólogos de Gipuzkoa."
Kategoria:Psikologoak herrialdearen arabera,Mirar-lo Categoría:Psicologos,Categoría:Psicólogos por país
"Psikiatrak antidepresiboak eta antsiolitikoak eman dizkio, eta horretaz gain, psikoterapia indibidualeko tratamendua, astean behin, taldeko psikologo batekin.",El psiquiatra le ha medicado con antidepresivos y ansiolíticos pero también le ha remitido a un tratamiento de psicoterapia individual con una sesión semanal con una psicóloga del equipo.,"El psiquiatra le ha prescrito antidepresivos y ansiolíticos, y además, un tratamiento de psicoterapia individual, una vez a la semana, con un psicólogo de grupo."
Psikologoek erabiltzen duten Deontologia Kodeari begiratu bat ematea ere egokia izaten da (elkargoen web orrietan aurki liteke).,"Otra medida es consultar el Código Deontológico que usan los psicólogos en su práctica profesional, accesible a través de las páginas web de los colegios.",Psicólogos examinan el Código Deontológico que utilizan (se puede encontrar en las páginas web de los colegios profesionales).
Familiarekin eta haurrarengan aholku psikologo batekin elkartu ahal izango da hitzordua.,Una cita permitirá que la familia y el niño conozcan a un psicólogo consejero.,"Con la familia y con el consejo de un psicólogo para el niño, podrá concertar una cita."
"Duela zenbait urtetik hona, bilbotar psikologo hau zubigintzan ari da, feministak direla ohartzen ez diren emakumeen eta berdintasun-eskubideak lortzearren borrokatu diren emakumeen artean zubiak egiten.","Desde hace unos años, esta psicóloga bilbaína está tendiendo puentes entre las jóvenes que no son conscientes de ser feministas y las mujeres que han luchado por conseguir los derechos de igualdad.","Desde hace algunos años, este psicólogo bilbaíno se ha dedicado a hacer puentes entre las mujeres que no se consideran feministas y aquellas que han luchado por los derechos de igualdad."
GKE hau osatzen duten pertsona guztientzat hausnartzeko eguna izan zen eta Aingeru Oiartzabal osasun-psikologoak tailer bat eman zuen.,Un día de reflexión para todas las personas que forman parte de la ONG que contó este año con la participación del psicólogo sanitario Aingeru Oiartzabal,"Este día fue una jornada de reflexión para todas las personas que forman parte de GKE y Aingeru Oiartzabal, psicólogo de la salud, impartió un taller."
"Marta Arasanz, sexologian espezializaturiko psikologoa: ""Sexualitatea argitara ateratzea zinez mesedegarria izan da"" Tweet","Marta Arasanz, psicóloga especialista en sexología: ""Sacar la sexualidad a la luz ha sido muy positivo"" Tweet","""Marta Arasanz, psicóloga especializada en sexología: 'Sacarlo a la luz ha sido realmente beneficioso' Tweet"""
"Horregatik, Espainiako Unibertsitateetako Psikologiako Dekanoen Batzarrak eta Psikologoen Elkargo Ofizialen Kontseilu Nagusiak egokitzat jo dugu hezkuntzaren aldeko itun sozial eta politikoaren inguruan zabaldutako eztabaida, gure esperientziaren eta ezagutza zientifikoaren bidez ekarpen hori eguneratzeko eta hezkuntzaren kalitatea modernizatzen eta hobetzen laguntzeko.Xede horrekin, Hezkuntza-psikologia hezkuntza-sistema espainolean.","Por ello, la Conferencia de Decanos de Psicología de las Universidades Españolas y el Consejo General de Colegios Oficiales de Psicólogos hemos considerado oportuno el debate abierto en torno al Pacto Social y Político por la Educación para actualizar esta contribución y colaborar en la modernización y mejora de la calidad de la educación desde nuestra experiencia y conocimiento científico.Con esta finalidad tenemos el placer de hacerte participe del documento La Psicología Educativa en el Sistema Educativo Español.",Erreur
"Ikaskuntza adierazgarri edo ikaskuntza esanguratsua David Ausubel pedagogo eta psikologoak eratutako ikaskuntza-teoria da, konstruktibismoan eragin nabarmena izan duena.","Esta teoría, fue postulada en la década de los sesentas por el psicólogo cognitivo David Ausbel, y propone cuatro procesos mediante los cuales puede ocurrir el Aprendizaje Significativo:",Erreur
Estresa ere kendu edo arindu daiteke psikologoek erabiltzen dituzten teknikekin.,También se puede eliminar o reducir el estrés mediante técnicas aplicadas por psicólogos.,Erreur
"Kanpaina honi esker, Juan Carlos Alonso psikologoak emandako hitzaldi batera joan ahal izan nintzen eta berak hitz egin zigun haur literaturak nola eragiten duen haurraren garapenean.","Gracias a esta campaña, pude asistir a la charla impartida por el psicólogo Juan Carlos Alonso, que nos habló sobre la Importancia de la lectura en el desarrollo emocional e intelectual del niño.",Erreur
"Txosten Psikologiko baten sujetoak haren mamia jakiteko eskubidéa du, honen ondorioz sujetoa ezta psikologoarengan ere kalte larririk sortarazten ez denean behintzat, nahiz eta egiteko eskaria beste pertsona batzuekandik etorri.","El sujeto de un Informe Psicológico tiene derecho a conocer el contenido del mismo, siempre que de ello no se derive un grave perjuicio para el sujeto o para el/la Psicólogo/a, y aunque la solicitud de su realización haya sido hecha por otras personas.",Erreur
"Hitzaldia: ""Diversidad sexual y de género"", Jesús Estomba (Gehitu psikologoa)","Conferencia: ""Diversidad sexual y de género"", Jesús Estomba (psicólogo de Gehitu)",Erreur
"Urte horietan, psikologo lanetan aritu zinen biktima askorekin eta horien familiekin. Zer aurkitu zenuen?","Durante esos años, usted atendió como psicóloga a muchas víctimas y a sus familiares.",Erreur
Psikologoa gidari bat da; baina norberari dagokio bidaia egitea.,El psicólogo es un guía; el viaje lo debe realizar uno mismo.,Erreur
"- Kudeatu zure taldeko langileak: mekanikari, fisioterapeuta, mediku, ikuskatzaile, entrenatzaile edota psikologo gisara, bakoitza bere berezitasunekin.","- Gestiona a tu personal, desde mecánicos hasta fisioterapeutas, pasando por médicos, ojeadores, entrenadores y psicólogos, cada uno con sus especialidades.",Erreur
"Hala ere, lan hauetako bakan batzuk soilik dira argitaratuak. Vigotsky Freuden, Piageten, Kohlerren, Sternen eta Gesselen irakurle fina zen eta autore hauen edizioetako prefazioak argitaratzen ditu. 1929ko hasieran, bere ospea Errusia osotik zehar hedatzen da, beraz, hilabete batzuk gonbidatzen dute Tashkenten pedagogo eta psikologoak sortzeko, Asia zentraleko Unibertsitatean.","Sin embargo, estos los prefacios de las ediciones rusas de estos autores. A comienzos de 1929, como su reputación crecía en toda la URSS, fue invitado a permanecer varios meses en Taskent, comenzaron a aparecer críticas en contra de su teoría histórico-cultural, y el grupo de investigadores de los años 20 se divide.",Erreur
Nerea Sanchok psikologoak eta sexologoak Erotik 2016 Sozial-berrikuntzarako sexual-eredua tailerra emango du aurtengo Feministaldian.,impartirá en esta edición de Feministaldia el taller Erotik 2016: un modelo de sexualidad para la innovación social.,Erreur
Sei atxilotuetako bat adin txikikoen psikologoa da eta dagoeneko kartzelan sartu dute.,Uno de los seis detenidos es un psicólogo de menores que ya se encuentra en prisión.,Erreur
"1871). Maiatzaren 23a - John Davidson Rockefeller, psikologoa (j.","1903). 24 de mayo: John D. Rockefeller, empresario y filántropo estadounidense (n.",Erreur
"Psikologoak arazo horiek konpontzeko ebaluazio, diagnostiko eta tratamendurako erremintak ditu, eta baita etorkizuneko arazoei aurre egiteko ere, pertsonei baliabide eta estrategiekin lagunduz. Horrela, egunerokoan egonkorrago eta indartsuago sentituko dira.","El psicólogo posee herramientas de evaluación, diagnóstico y tratamiento para ayudar a resolver estos problemas y también para prevenir otros futuros, ayudando a las personas con recursos y estrategias que les harán sentirse más estables y fuertes en el día a día.",Erreur
Oroimen-galera eta arazo psikologikoak nozitzen dituzten pertsonak artatzeko eta berorien gabezia kognitiboei tratamendua ezartzeko arduradun profesionala neuropsikologoa da.,"En el caso de las personas que sufren pérdida de memoria y problemas psicológicos, el neuropsicólogo es el profesional encargado de atenderlas y tratarlas de sus déficits cognitivos.",Erreur
"Esate baterako, 803 lineetan 18 urtez gorakoentzako zerbitzuak ematen dira: linea erotikoak, ezkutuko zientziak, harremanak, etc. Aisialdiko zerbitzuak 806 lineetan biltzen dira: jolas eta lehiaketak, zozketak, etc. 807 aurre-zenbakitik profesionalen zerbitzuak eskaintzen dira: lege-aholkularitza, abokatuak, psikologoak, sendagileak...","Las líneas 803 han quedado establecidas para mayores de 18 años y asuntos referentes a líneas eróticas, ciencias ocultas, contactos o relaciones, etc. Los 806 acogen servicios de ocio y entretenimiento, como juegos y concursos, y el prefijo 807 está destinado a servicios profesionales como asesoría legal, abogados, psicólogos, médicos, etc.",Erreur
"Iratxe, Ateceko neuropsikologoa, eta Edurne, monitorea, izan ziren hitzaldia ematearen arduradunak.","Iratxe, neuropsicóloga de Atece, y Edurne, monitora del Centro, fueron las encargadas de dar la charla.",Erreur
"Psikologoa naiz, 2007an lizentziatu nintzen Euskal Herriko Unibertsitatean (EHU), Gizarte Psikologia eta Jokabidearen Zientzien Metodologia ataleko laguntza-beka batekin.","Soy psicóloga, licenciada por la Universidad del País Vasco-beca de colaboración con el Departamento de Psicología social y Metodología de las Ciencias del comportamiento.",Erreur
Psikologo klinikoak arazo hauei aurre egiteko laguntza profesionala eskaintzen die desorekak pairatzen dituzten pertsonei.,El psicólogo clínico ofrece ayuda profesional para abordar esos problemas a las personas que los padecen.,Erreur
Hitzaldia otsailaren 3an ospatuko da Pando Aisia Kiroldegian eta Victoria Arrontes psikologoak emango du.,"El próximo 3 de febrero en el Polideportivo colaboración con Demuprosa, una charla titulada ‘Los beneficios de la actividad deportiva para menores’ que será impartida por la psicóloga Victoria Arrontes.",Erreur
Fecha creado: 30-06-2015 ARAUDIA-PSIKOLOGOEN ELKARGOEN KONTSEILU NAGUSIAREN LEGEA,NORMATIVA-CODIGO DEONTOLÓGICO Fecha creado: 30-06-2015 NORMATIVA-LEY CONSEJO GENERAL DE COLEGIO DE PSICÓLOGOS,Erreur
"Enpresa-eredu berriek gero eta psikologo gehiago beharko dituztela esan genezake, erakundeen diziplinartekotasunerako joera areagotzen joan den neurrian. Arlo horretan bereziki baloratuko da psikologoek egin dezakegun ekarpena.",Cabría decir que los nuevos modelos de empresa van a necesitar cada vez más psicólogos toda vez que las organizaciones van a tender a la interdisciplinaridad; y este es un ámbito donde lo que podemos aportar los psicólogos va a ser especialmente valorado.,Erreur
HEZKUNTZAKO PSIKOLOGOA UNIBERTSITATEZ KANPOKO HEZKUNTZA SISTEMA ESPAINOLEAN SARTZEARI BURUZKO AKORDIOA AURKEZTEKO PRENTSAURREKOA.,RUEDA DE PRENSA PARA LA PRESENTACION DEL ACUERDO SOBRE LA INSERCIÓN DEL PSICÓLOG EDUCATIVO EN EL SISTEMA DE EDUCACIÓN ESPAÑOL NO UNIVERSITARIO.,Erreur
"Talde bakoitzak psikologoen laguntza dauka. Astean behin bilduko dira talde txikitan, urriaren amaieratik maiatzaren amaiera arte.","Cada uno de estos grupos, conducidos por psicólogos, se reunirán una vez por semana en grupos reducidos, desde finales de octubre, hasta finales de mayo.",Erreur
"Aipatu beharra dago, momentuoro neuropsikologoaren gainbegiratzean landuko direla, pazientearen eboluzioa ikusiz.","Cabe destacar, que en todo momento se trabajará bajo la supervisión de la neuropsicóloga, estudiando la evolución del paciente.",Erreur
Algora psikologoak Tolosan,Algora Psicólogos en Irún,Erreur
"-Maite Blanco (#violetademabulante proiektua eta berdintasun teknikaria), Pablo López Goenaga (Abokatua, Genero Indarkeriko komisioa ICAGI, Gipuzkoako Abokatuen Elkargo Prestua), Mariangeles Álvarez García (Psikologa, Berdintasuneko Komisioa COPGI, Gipuzkoako Psikologoen Elkargo Ofiziala). 0 ilarako ere Ezkutatzeko)","-Maite Blanco (proyecto #violetademabulante y técnica de igualdad), Pablo López Goenaga (Abogado,Comisión de violencia de género, ICAGI, Ilustre Colegio de Abogados/as de Gipuzkoa), Mariangeles Álvarez García (Psicóloga, Comisión de Igualdad del COPGI, Colegio Oficial de Psicología de Gipuzkoa).",Erreur
"Baldintza berezietan xedatutakoa kontuan hartu gabe, COLEGIO OFICIAL DE PSICOLOGOS DE BIZKAIA-BIZKAIKO PSIKOLOGOEN ELKARGO OFIZIALA web-orrialdeko edukietarako atzipena edozein unetan eta aldez aurretik jakinarazi gabe bukatutzat eman, bertan behera utz edo eten dezake eta Erabiltzaileak ezingo du inolako kalte-ordainik eskatu.","Con independencia de lo dispuesto en las condiciones particulares, COLEGIO OFICIAL DE podrá dar por terminado, suspender o interrumpir, en cualquier momento sin necesidad de preaviso, el acceso a los contenidos de la página, sin posibilidad por parte del Usuario de exigir indemnización alguna.",Erreur
Ondoren Psikologia eta Fisiologian espezializatu zen Sternberg 1949. urtean jaio zen psikologo kognitibo estatubatuarra da.,Presentación por Video Robert J. Sternberg es un psicólogo cognitivo estadounidense nacido el 1949.,Erreur
"TXURDINAGA GURENAk zerbitzu hauek eskaintzen ditu: Gizarte Laguntza, gizarte-laguntzaile baten ardurapean. Arreta Psikologikoa, Psikologo baten ardurapean.","TXURDINAGA GURENA dispone de los siguientes servicios:Asistencia Social, dirigida por un trabajadora social.Atención Psicológica, dirigida por una Psicóloga.",Erreur
"•Lehen urtea izanik eta kanpaina hau martxan jartzen delarik, interesdunek psikologoaren desplazamendua soilik ordaindu beharko dute.","•Este y por tratarse del primer año que ponemos en marcha esta campaña, los interesados tan solo tendrán que sufragar los gastos relativos relativos al desplazamiento del psicólogo.",Erreur
Artikulu motak Psikologoak Filtratu,Clasificación de artículos Psicólogos Filtrar,Erreur
Filmaren oinarrian Arantza Sein psikologoak zuzendutako laguntza-terapian biltzen den zaintzaile-taldea dago.,Me dirigí a la terapia de apoyo conducida por la psicóloga Arantza Sein.,Erreur
"ADOPTIAREN ADOPTATUTAKO NERABE TALDEAK Jarraian, ADOPTIA Bilboko eta Gasteiz-eko psikologoa den, Javier Mugica, gure lankidearen artikulua aurkezten dizuegu.","A continuación os presentamos un artículo donde nuestro compañero Javier Múgica, psicólogo del servicio ADOPTIA en Bilbao y Vitoria, reflexiona en torno…",Erreur
"Kurt Koffka (Berlin, 1886ko martxoaren 18a - Northampton, 1941eko azaroaren 22a) alemaniar psikologoa izan zen.","Kurt Koffka (Berlín, 18 de marzo de 1886 - † Northampton, Massachusetts, 22 de noviembre de 1941) fue un psicólogo alemán de la escuela gestáltica.",Erreur
"Martxoaren 17a - Franz Brentano, alemaniar filosofo eta psikologoa (j. 1838).","17 de marzo: Marjan Raciborski, botánico, taxónomo y fitogeógrafo polaco (n. 1863).",Erreur
Psikologo baten kontsulta.,Consulta de una psicóloga.,Erreur
"Quirónsaluden psikologo profesionalak ditugu. Prozesuaren fase bakoitzari aurre egiten laguntzeko tresna psikologikoak eskaintzeaz gain, hurbiltasunean eta gizatasunez lagunduko zaituzte erabaki bakoitza segurtasunez eta konfiantzaz har dezazun.","En Quirónsalud, contamos con psicólogos profesionales, que además de ofrecerte las herramientas psicológicas necesarias para afrontar cada fase del proceso, te acompañarán con cercanía y humanidad para aportarte seguridad y confianza en cada decisión.",Erreur
"Zentroko psikologoak zuzentzen du kabinete psikopedagogikoa, eta, haren funtzioen artean, honako hauek nabarmentzen dira: irakasleei laguntza eskaintzea euren eguneroko heziketa-jardunean, eta gurasoei aholkularitza eta informazioa eskaintzea seme-alaben zaintzarekin lotutako edozer alderdiren inguruan.","Nuestro gabinete psicopedagógico, dirigido por la psicóloga del centro, tiene entre sus funciones el apoyo a las profesoras en su labor educativa diaria, así como el asesoramiento e información a los padres sobre cualquier aspecto relacionado con la educación y el cuidado de sus hijos.",Erreur
"Psikologoak kontsultaren zergatiez galdetu dio eta Martak esan du asko estutzen dela ikasketekin, azterketetan zuriz gelditzen dela eta horregatik suspenditzen duela.","Ésta le pregunta un poco sobre el motivo de la consulta y Marta dice que se agobia mucho con los estudios, que en los exámenes se queda en blanco y por eso suspende.",Erreur
"Rion psikologoak, bere kontsultan, doaneko lehendabiziko hitzordu bat eskatzen duen baina gero bertan behera agertzen ez den jende asko ezagutu du.","El psicólogo Rion, en su consulta, recibe muchas personas que le contactan y conciertan una primera cita gratuita, pero a la hora de la verdad, no aparecen.",Erreur
"Gipuzkoako Psikologoen Elkargo Ofizialak hitzarmen bat sinatu zuen 1993an Gipuzkoako Foru Aldundiarekin, bizikidetasunaren esparruan tratu txarrak jasaten dituztenei eta/edo sexu-askatasunaren aurkako delituen biktimei laguntza psikologikoa emateko.",Papeles del Psicólogo Correo COP BUSCADOR DE Foral de Gipuzkoa un Programa de Atención Psicológica a víctimas del Maltrato en el Ámbito Convivencial y/o posibles delitos contra la libertad sexual desde 1993.,Erreur
"Aita Menniko neuropsikologoak ondorioztatu du alterazio psikopatologikoek lotura dutela eguneroko bizimoduaren funtzionamendu okerrago batekin, eta, gainera, alterazio psikopatologiko batzuk indarrari lotzen zaizkiola.","La neuropsicóloga de Aita Menni concluye que las alteraciones psicopatológicas se relacionan con un peor funcionamiento en las actividades de la vida diaria y que además, algunas alteraciones psicopatológicas se relacionan con fuerza.",Erreur
"Hizlaria: Maider Gorostidi, Agifeseko psikologoa.","Imparte: Nekane Azuabarrena, psicóloga de Agifes.",Erreur
"Alfred Binet (Niza, 1857ko uztailaren 8a - Paris, 1911ko urriaren 18a) frantses psikologo eta pedagogoa izan zen, ezaguna psikometria arloan egin zituen ekarpenengatik, hain zuzen ikasketa-oztopoak dituzten haurrak hautemateko test bat garatzegatik.","Miembro de Wikidata] Alfred Binet, nacido Alfredo Binetti (Niza, 8 de julio de 1857 - París, 18 de octubre de 1911) fue un pedagogo, grafólogo y psicólogo francés.",Erreur
Grafotec enpresako Alicia Martinez Carrasco grafopsikologoaren hemeretzi orriko txostena.,Un informe de diecinueve páginas de la grafopsicóloga Alicia Martínez....,Erreur
"Haren bitartez, bionartean@udalermua.net, xede den kolektiboaren zalantzei eta kezkei erantzuten zaie psikologoaren eta Gizarte Hezitzailearen bitartez.","A través del mismo, bionartean@udalermua.net, se ofrece respuesta a dudas, inquietudes y preocupaciones del colectivo destinatario, mediante la atención de la psicóloga y la Educadora Social.",Erreur
Bizkaiko Psikologoen Elkargo Ofizialeko Psikologia Bitartekotzako Batzordearen funtzioa da Psikologia eta Zuzenbidea erlazionatzen dituen esku-hartze psikologikoko arlo honekin loturiko gai profesionalez arduratzea.,La Comisión de Psicología Mediación del Colegio Oficial de Psicología de Bizkaia tiene como funciones encargarse de aquellas cuestiones de la profesión relacionadas con éste área de intervención psicológica que relaciona la Psicología y el Derecho.,Erreur
"Musikenek musikoterapeuta, psikologo, pedagogo eta musikariz osatutako talde bat sortu zuen eta harekin jardun zuen, eta talde horri Onkologikoko osasun-langileak gaineratu zitzaizkion, zenbait tailerretan elkarlanean aritzeko.","Musikene crea y trabaja con un equipo formado por musicoterapeutas, psicólogos, pedagogos y músicos, al que se suma personal sanitario de Onkologikoa, que trabajan conjuntamente en varios talleres.",Erreur
"Hau da, nola hitz egiten dute beren artean biologoek, geologoek, arkeologoek, psikologoek, musikologoek...?","Es decir, ¿cómo hablan entre sí un biólogo, un geólogo, un arqueólogo, un psicólogo, un musicólogo...?",Erreur
"Baloratu denez, horretarako beharko lirateke, gutxi gora-behera, 40 hezitzaile; 10 gizarte-langile; 5 jurista; 5 psikologo eta dagokien administrazio-langileria, lurraldeen eta beharren arabera banatuta.","Se ha valorado, aunque de manera aproximada, que para ello sería necesario incorporar a unos 40 educadores/as; 10 trabajadores/as sociales; 5 juristas; 5 psicólogos y el correspondiente personal administrativo, distribuidos territorialmente en función de las necesidades.",Erreur
"Cadena SER kateko ‘Hoy por hoy San Sebastián’ irratsaioari eman nahi izan diogu sari hau, pasa den urriaren 26an Eva Monente kazetariak Agifeseko psikologo Nekane Azuabarrenari eta gure elkarteko Lehen Pertsonan Batzordeko kide Aitor Sastreri egindako elkarrizketa luzearengatik.","Categoría Radio Premio otorgado al programa ‘Hoy por hoy San Sebastián’ de la Cadena SER, espacio informativo conducido por la periodista Eva Monente, por la entrevista realizada el pasado 26 de noviembre a Nekane Azuabarrena, psicóloga de Agifes, y Aitor Sastre, miembros del Comité en Primera Persona de nuestra asociación.",Erreur
"Heziketa eta osasunaren arloan mugitzen diren profesionalentzako sormen zein trebetasun gaitasunak txertatzea. Erizainak, medikuak, psikologoak, zaintzaileak, hezitzaileak…","Incorporar habilidades creativas y terapéuticas disponibles para personas que trabajan con personas en el ámbito de la salud y de la educación; enfermeras, médicos, psicólogos, terapeutas, cuidadores, educadores…",Erreur
"Pilar Varela, Psikologoa: ""Gizakia da bere lehen psikologoa"" Tweet","Pilar Varela, Psicóloga: ""El ser humano es su primer psicólogo"" Tweet",Erreur
"Bloga Harremanetarako Psikologoa, familia eta bikote psikoterapeuta","Blog Contacto Psicóloga, psicoterapeuta de familia y pareja",Erreur
"Bizkaiko Psikologoen Elkargo Ofiziala. Rodríguez Arias 5, 2º","Colegio Oficial de Psicología de Rodríguez Arias 5, 2º",Erreur
"Horrek batzuetan eragozten du psikologo txostengilearen iritzia ezeztatzea, nahiz eta hori gezurrezko informazioetan oinarritu.","Cuestión que, en algunos casos, dificulta la posibilidad de contradecir la opinión del psicólogo autor del informe, aunque la misma se haya basado en informaciones inciertas.",Erreur
"Eguneko Zentroko 33 erabiltzaileei eta tratamenduetara joaten diren adingabeei arreta eskaintzen dieten profesionalen taldea hauek osatzen dute: sendagileak, gizarte-langilea, psikologoa, zentroko arduraduna, logopeda, arreta zuzeneko begiraleak eta fisioterapeuta. Taldeak modu koordinatuan egiten du lan erabiltzaialeen eta senideen beharrei erantzuna emateko.","Para poder desarrollar las actividades diarias cuenta con un equipo de profesionales compuesto por médico, trabajadora social, responsable de centro, logopeda y monitoras de atención directa que trabajan de forma coordinada para dar respuesta a las demandas de los usuarios y de la familia.",Erreur
"Profesioaren gauzatze bikaina bultzatzea, psikologoak praktika etikoaren inguruan sentsibilizatuz, prestatuz eta aholkatuz, baita Kode Deontologikoaren konplimendu eta ezarpenaren alde egitea ere.","Impulsar el ejercicio excelente de la profesión, en base a sensibilizar, formar y asesorar a psicólogos y psicólogas en una práctica ética, así como en velar por la aplicación y cumplimiento del Código Deontológico.",Erreur
"«Laurogeiko hamarraldiko Suediako pornografiaren idiosinkrasia bereziaz hitz egitea interesatzen al zaizu, esate baterako, edota gaurkotasun handiko beste gai batzuez, hala nola aireko katastrofeen ondoren telebista kateetan agertzen diren psikologoen lan noble, atsegin, laudagarri eta goresgarriaz?».","«¿Te interesa, por ejemplo, hablar de la particular idiosincrasia de la pornografía en Suecia en la década de los ochenta, o de otros temas de rabiosa actualidad como la noble, amable, loable y encomiable labor de los psicólogos en las cadenas televisivas tras una catástrofe aérea? ».",Erreur
"Helduentzat, berriz, 18:00tan ere Juan Carlos Alonso psikologoaren Haur literatura, heziketa emozionala eta fantasia hitzaldia antolatu da, euskaraz.","A la misma hora, el psicólogo Juan Carlos Alonso dará una charla en euskera para los adultos con el título Haur literatura, heziketa emozionala eta fantasia.",Erreur
"Gizarte-hezitzailez, psikologoz eta juristaz osatutako talde baten babesa izaten dute; horiek laguntza eskaintzen diete behar duten alor guztietan, beren egoera berriari aurre egiteko: inguruaren ezaguera, gaztelania-eskolak, prestakuntzari buruzko aholkularitza, agiriak eta laguntzak izapidetzea, babes psikologikoa, medikuarenera laguntzea, etab.","Cuentan con el apoyo de un equipo de educadoras sociales, psicólogas y juristas que les apoyan en todo lo que necesiten para hacer frente a su nueva situación: Conocimiento del entorno, clases de castellano, asesoramiento en formación, tramitación de papeles y ayudas, apoyo psicológico, acompañamiento médico, etc.",Erreur
