Basque (eu),Spanish (es),es_traduction
Ingeniaritza Geologikoaren eremuan eta Geoteknian egiten dituen zerbitzuak sailkatzen dira:,Los servicios que presta en el ámbito de la Ingeniería Geológica y la Geotecnia se clasifican en:,Ingeniería Geológica y Geotecnia: clasificación de servicios.
"Ingeniaritzak, ekonomia eta enpresen arloan formakuntzarekin.","Ingenierías, con formación específica en el ámbito de la Economía y la Empresa","Ingeniería, economía y formación empresarial."
"Tim Brownek sortu zuen kontzeptua, Stanford Universityko Ingeniaritza eskolako irakasleak; hala deskribatu zuen kontzeptu berri hau 2008an Harvard Business Review-n argitaratutako artikulu batean: “diziplina diseinatzaileen sentiberatasuna eta metodoak baliatzen dituena pertsonen beharrak teknologikoki egingarria denarekin bateratzeko”. Continuar leyendo →","El concepto fue acuñado por Tim Brown, profesor de la escuela de Ingeniería de Standford University, que describió este nuevo concepto en un artículo publicado en la Harvard Business Review en 2008 como ‘disciplina que usa la sensibilidad y métodos de los diseñadores para hacer coincidir las necesidades de las personas con lo que es tecnológicamente factible’.","Tim Brown, profesor de la Escuela de Ingeniería de la Universidad de Stanford, creó este concepto; así lo describió en un artículo publicado en 2008 en Harvard Business Review: ""es una disciplina que aprovecha la sensibilidad y los métodos de los diseñadores para hacer posible desde el punto de vista técnico aquello que las personas necesitan"". Seguir leyendo →"
"Historia Zientzia eta Teknologia Fakultateak FEDER funtsak finantzatutako balio anitzeko instalazioa du. 2002. urtean, azpiegituretarako FEDER funtsen diru-laguntza eskatu zuen Fakultateak hiru ikerketa talde eragileren ekimenerako -landare-fisiologiako taldea (LF), ingurumen-toxikologian espezializatutako biologia zelularreko taldea (ITBZ) eta ingeniaritza kimikoko taldea (IK)-, bakoitzak instalazio bana eskatzen baitzuen.","La nave industrial cuenta con una superficie útil de 1040m2, de los cuales, el 85% de la superficie está disponible para la instalación de equipos en un espacio sin Facultad solicitó una subvención de Fondos FEDER para infraestructuras en el año 2002 a iniciativa de tres grupos de investigación promotores -el grupo de Fisiología Vegetal (FV), el grupo de Biología Celular en Toxicología Ambiental (BCTA) y el grupo de Ingeniería Química (IQ)-, que proponían la dotación de tres instalaciones independientes.","Facultad de Ciencias e Ingeniería posee una instalación financiada por fondos FEDER. En 2002, la Facultad solicitó una subvención de fondos FEDER para infraestructuras, para impulsar la iniciativa de tres grupos de investigación activos - un grupo de fisiología vegetal (LF), un grupo de biología celular especializado en toxicología ambiental (ITBZ) y un grupo de ingeniería química (IK) - cada uno requiriendo su propia instalación."
"Gurutzetako Unibertsitate Ospitalearekin batera, finalistak dira Arabiar Emirerri Batuetako erakunde bat (Giza Garapeneko eta Ezagutzako Agintaritza), Indiako erakunde bat (Robert Bosch Ingeniaritza eta Negozio Erantzunak) eta Espainiako multinazional bat (Enagas).","Junto con el Hospital Universitario Cruces, son finalistas organizaciones de Emiratos Árabes Unidos (Autoridad de Desarrollo Humano y Conocimiento), India (Soluciones de Ingeniería y Negocio Robert Bosch) y una multinacional española (Enagas).","Junto al Hospital Universitario de Cruces, son finalistas una institución de los Emiratos Árabes Unidos (Autoridad de Desarrollo Humano y Conocimiento), una institución de la India (Robert Bosch Ingeniería y Negocios) y una multinacional española (Enagas)."
"Gaiak: Demografia politikoa, ekonomia, geografia eta historia, Zuzenbidea, Ingurumena, Ingeniaritza Teknikoa, Lankidetza eta Proiektuak, Generoa... aldizkariak, Elkarteak berak sortutako materiala, adibidez, eguzki-labeak, parabolikoak, ur-ponpak eta erakusketak. Partekatu Itzuli","Proyectos de cooperación en: Haití, Geografía Historia, Derecho, Medio Ambiente, Ingeniería Técnica, Cooperación y Proyectos, Género, … revistas, Materiales propios de la Asociación como Hornos Solares, parabólicas, bomba de mecate, Exposiciones Compartir Volver","La revista abarca temas como demografía política, economía, geografía e historia, derecho, medio ambiente, ingeniería técnica, cooperación y proyectos, género... y comparte materiales propios como cocinas solares, concentradores parabólicos, bombas de agua y exposiciones."
FABRIKAZIO-PROZESUAK / Ingeniaritza / Diseinukoa eta kalkulukoa,PROCESOS DE FABRICACIÓN / Ingeniería / De diseño y cálculo,PROCESOS DE FABRICACIÓN / Ingeniería / Diseño y cálculo
"Eusko Jaurlaritzak partikulen azelerazioan eta neutronikan lan egiten duten euskal eragile eta enpresen arteko lankidetza sustatzen du Gaur egin den bileran enpresak, zentro teknologikoak, bikaintasunezko ikerketa zentroak eta unibertsitateko ikerkuntza taldeak batu dira Euskadik azeleragailuen eta neutronikaren sektoreekin lotutako ingeniaritzako eta fabrikazioko enpresa-kontzentrazio altuena du Estatu osoan Gaur Zamudioko Parke Teknologikoan egin den bileran eztabaida-foroa zabaldu da eta lankidetza-bideak bilatu dira partikulen azelerazioaren eremuan, neutronikan eta azpiegitura handietan esperientzia duten eragileen artean.","En la reunión celebrada hoy se han dado cita enpresas, centros tecnológicos y centros de investigación de excelencia y grupos universitarios de investigación Euskadi dispone de la mas alta concentración de empresas de ingeniería y de fabricación relacionadas con los sectores de aceleradores y neutrónica de todo el Estado La reunión que se ha mantenido hoy en el Parque Tecnológico de Zamudio ha servido para abirir un foro de debate, y buscar vías de colaboración entre los agentes con experiencia en el ámbito de la aceleración de partículas, neutrónica y grandes infraestructuras, por lo que a la cita han acudido grupos universitarios, centros tecnológicos y empresas vascas del sector.","El Gobierno Vasco fomenta la colaboración entre agentes y empresas vascas que trabajan en la aceleración de partículas y la investigación con neutrones. En la reunión de hoy, se han unido empresas, centros tecnológicos, centros de investigación de excelencia y grupos de investigación universitarios. Euskadi cuenta con la mayor concentración de empresas de ingeniería y fabricación relacionadas con el sector de los aceleradores y la investigación con neutrones en todo el Estado. En la reunión celebrada hoy en el Parque Tecnológico de Zamudio, se ha abierto un foro de debate y se han buscado vías de colaboración entre agentes con experiencia en el ámbito de la aceleración de partículas, la investigación con neutrones y las grandes infraestructuras."
"Costco Sevilla denda handitzeko eta Getafeko denda berriaren proiekturako, proiektua egiteaz arduratu den ingeniaritzak merkatuko aukera desberdinen inguruko azterketa egin zuen eta, azkenean, aukeratutakoa gure sistema integrala izan zen, honen bidez, hasieratik amaierara arteko aholkulartitza eskaintzen dugu.","Tanto para la ampliación de Costco Sevilla como para el proyecto de su nueva tienda en Getafe, la ingeniería encargada del proyecto realizó un estudio sobre las diferentes opciones que había en el mercado, para finalmente decantarse por nuestro sistema integral, mediante el cual proporcionamos asesoramiento de principio a fin.","Para el proyecto de expansión de Costco Sevilla y la nueva tienda en Getafe, el equipo de ingeniería encargado de la realización del proyecto realizó un análisis de las diferentes opciones del mercado, y finalmente, se optó por nuestro sistema integral, que ofrece asesoramiento desde el principio hasta el final."
"I+G Ikuspen Artifizialean, bistaratze-sistema aurreratuak, ezagutza-ingeniaritza eta algoritmo aurreratuak.","I+D en Visión Artificial, Sistemas de Visualización Avanzada, Ingeniería de Conocimiento y Algorítmica Avanzada.","I+G en Visión Artificial, sistemas de visión avanzados, ingeniería de conocimiento y algoritmos avanzados."
Donostiako TECNUN Ingeniaritza Unibertsitateko ikasleek pasa den hilabetean Montmeloko (Katalunia) Formula Student unibertsitate-lehiaketan parte hartu zuten eta lehenak izan ziren Espainian guztiz elektrikoa den auto bat aurkezten.,"Dichos estudiantes participaron el mes pasado, en la competición universitaria Formula Student de Montmeló (Cataluña), como el primer equipo español en participar con un vehículo totalmente eléctrico en una competición similar.",Los estudiantes de la Universidad de Ingeniería TECNUN de San Sebastián participaron en el concurso universitario Formula Student en Montmeló (Cataluña) el mes pasado y fueron los primeros en presentar un coche completamente eléctrico en España.
Irakaskuntza Materiala-Gipuzkoako Ingeniaritza Eskola,Trabajos Académicos-Escuela de Ingeniería de Bilbao (Restringido),Material de Enseñanza - Escuela de Ingeniería de Gipuzkoa
'Ingeniaritza kimikoa eta ingurumenaren ingeniaritza' departamentuan ere izan ziren eta eduki hauek ezagutu zituzten:,También estuvieron en el departamento de Ingeniería Química e Ingeniería del Medio Ambiente y conocieron los siguientes contenidos:,'También estuvieron en el departamento de Ingeniería Química y Ambiental y conocieron estos contenidos:'
"Kolonbian PBL metodologiak sortzen duen interesa dela eta, Kolonbiako ingeniaritza fakultateen elkarteak (ACOFI) eskatuta,beste bi saio antolatu dituzte eta, Kolonbiako unibertsitateetako 30 irakaslek eta beste 20 dekano baino gehiagok parte hartu dute.","Viendo el interés que despierta la metodología PBL en Colombia, a petición de la asociación colombiana de facultades de ingeniería (ACOFI) se organizaron otras dos sesiones en las que participaron más de 30 profesores y 20 decanos de las universidades de Colombia.","Debido al interés generado por la metodología PBL colombiana, la Asociación Colombiana de Facultades de Ingeniería (ACOFI) ha solicitado organizar dos sesiones adicionales, en las cuales han participado más de 30 profesores y más de 20 decanos de universidades colombianas."
Graduak Ikasketak Informatikako Ingeniaritza,Grados Estudios Ingeniería en Organización Industrial,"Graduados en Estudios de Ingeniería en Informática. 

(Nota: La frase original parece estar incompleta. Si tienes una frase completa en euskera que quieras traducir al español, por favor, proporcionamela para poder ayudarte mejor.)"
EAZ + Informatikako Ingeniaritza > Salidas profesionales,ADE + Derecho > Salidas profesionales,EAZ + Informatikako Ingeniaritza > Oportunidades profesionales en español.
Energia berriztagarrien kooperatibek izandako eboluzioa aztertu dute UPV/EHUko Bilboko Ingeniaritza Eskolako eta Valladolideko Unibertsitateko hiru ikertzailek.,Tres investigadores de la Escuela de Ingeniería de Bilbao de la UPV/EHU y la Universidad de Valladolid han estudiado la evolución de las cooperativas de energías renovables.,Cooperativas de energías renovables han estudiado la evolución experimentada por tres investigadores de la Escuela de Ingeniería de Bilbao de la UPV/EHU y de la Universidad de Valladolid.
"Hartara, errendimendu handiagoak lortzen dira uraren gardentze-prozesuan, eta hobetu egiten da kalitatea. Ur-tratamenduko ingeniaritza-enpresa bizkaitarra da HIDROAMBIENTE SA, 1993an sortua, eta edateko uraren hornikuntzaz eta hondakin-uren arazketaz arduratzen diren enpresa industrialentzat eta organismo publikoentzat egiten du lan.","HIDROAMBIENTE S.A. -ingeniería vizcaína de tratamiento de aguas, constituida en 1993 y dirigida a empresas industriales y organismos públicos responsables del abastecimiento de aguas potables y la depuración de aguas residuales- impulsó en 2009, junto con GAIKER-IK4, un proyecto de I+D+i con el objetivo de generar un nuevo concepto de sistemas de potabilización del agua para uso público.","Para conseguir mayores rendimientos en el proceso de clarificación del agua, y mejorar la calidad. HIDROAMBIENTE SA es una empresa vizcaína de ingeniería en tratamiento de aguas, creada en 1993, que trabaja para empresas industriales y organismos públicos que se ocupan del suministro de agua potable y del tratamiento de aguas residuales."
"SHUTONen Ingeniaritza Zerbitzuak aholkularitza zerbitzu integralak jartzen ditu bezeroen eskura, erabilera bakoitzerako boladun torloju eta erabilera modu egokienak aukeratu ditzaten. Shutonek soluzio guztiak aztertu, eta sor daitezkeen garapen berrien premiak hautematen ditu. Laster, boladun torlojuaren online kalkulu sinplifikatua jarriko dugu zuen eskura.","El “Servicio de Ingeniería” de SHUTON, ofrece a sus clientes asesoramientos integrales para la selección del husillo y modo de uso óptimos para cada aplicación, estudiando las distintas soluciones y detectando necesidades de nuevos desarrollos que puedan surgir. Próximamente pondremos a vuestra disposición la posibilidad de cálculo simplificado online del husillo.","Shuton ofrece servicios de ingeniería que proporcionan asesoramiento integral, permitiendo a los clientes elegir los pernos adecuados para cada uso. Shuton analiza todas las soluciones y anticipa las necesidades futuras. Pronto pondremos a vuestra disposición una calculadora online simplificada para pernos."
"Cristina Avilés - Meatze eta Metalurgia Ingeniaritza eta Materialen Zientzia Saila, UPV/EHU.","Cristina Avilés. Dpto. de Ingeniería minera y metalúrgica, ciencia de los materiales - UPV/EHU","Cristina Avilés - Departamento de Ingeniería de Metalurgia y de Materiales, Universidad del País Vasco (UPV/EHU)."
"Urriak 27, Ostirala, Bilboko Ingeniaritza Eskolan, 12:00-14:00, II Eraikina, P3I4A Gelan.","VIERNES 27 DE OCTUBRE, Escuela de Ingeniería de Bilbo, 12:00-14:00, Edificio II, AulaP3I4A.","""El 27 de octubre, viernes, en la Escuela de Ingeniería de Bilbao, de 12:00 a 14:00, en el Edificio II, Sala P3I4A."""
"Alderdi ekonomikoari dagokionez, lizitazioaren baldintzetan gehienez ere 2,6 milioiko kostua zehazten zen, eta 12 ingeniaritza-enpresek egindako eskaintzak zenbateko horretatik behera daude: 2,1 eta 2,4 milioiren artean, alegia.","En el aspecto económico, todas las ingenierías han presentado ofertas por debajo del precio de licitación, que establecía un coste máximo de 2,6 millones. Las propuestas plantean un abanico entre los 2,1 y los 2,4 millones.","Respecto al aspecto económico, en las condiciones de licitación se especificaba un coste máximo de 2,6 millones, y las ofertas presentadas por 12 empresas de ingeniería se sitúan por debajo de esa cantidad, concretamente entre 2,1 y 2,4 millones."
"Zentzu honetan, ingeniaritza dualaren ikasketak 15 urtez jarraian emandako esperientzian oinarrituta, eta 1892/2008 Errege Dekretuaren bigarren xedapen gehigarriak onartzen duena kontuan hartuta – non gradu ofizialen unibertsitate ikasketen sarbiderako baldintzen araudiak jasotzen diren puntuan, “unibertsitateek ikasketa jakin batzuen sarbiderako baldintza edo proba bereziak ezarri ahal izango dituzte” aipatzen den – sarbide baldintza hauek egiaztatutako eta onartutako ikasketa planaren memoria honetan jasotzen dira.","En este sentido, basados en los 15 años de experiencia de impartición de estudios de ingeniería en alternancia y tal como permite la disposición adicional segunda del RD 1892/2008 por el que se regulan las condiciones para el acceso a las enseñanzas universitarias oficiales de grado y según el cual ""las universidades podrán establecer condiciones o pruebas especiales para el acceso a determinadas enseñanzas"", se incluyen las mismas en la presente memoria del plan de estudios verificado y autorizado.","En este sentido, basándonos en la experiencia de 15 años de ofrecer estudios de ingeniería dual y teniendo en cuenta el segundo punto adicional del Real Decreto 1892/2008 – que regula los requisitos de acceso a estudios universitarios oficiales, específicamente en el punto que menciona que “las universidades podrán establecer condiciones o pruebas especiales de acceso para determinados estudios” – estas condiciones de acceso se detallan en esta memoria de plan de estudios verificado y aprobado."
Industria Elektronikaren eta Automatikaren Ingeniaritzako gradua,Grado en Ingeniería Electrónica Industrial y Automática,Ingeniería de Electrónica e Automática Industrial
2017ko azaroan defendatutako tesiak: Ingeniaritza eta Arkitektura,Tesis defendidas en noviembre de 2017: Ingeniería y Arquitectura,Tesis defendidas en noviembre de 2017: Ingeniería y Arquitectura
Sistema Txertatuen Ingeniaritza Unibertsitate Masterra,Máster Universitario en Ingeniería Física,Ingeniería de Sistemas Embebidos - Máster Universitario
Aholkularitza teknikoaren arloa: Ingeniaritza VER OFERTA,Área consultoría técnica: Ingeniería VER OFERTA,Área de consultoría técnica: Ingeniería VER OFERTA
"Arkitektura Ingeniaritza kimikoa, ingurumen-kimika eta kimika","Arquitectura Ingeniería química, química medioambiental y química","Ingeniería química, química ambiental y química."
Ingeniaritza Informatikako ingeniaritza.,Ingeniería Ingeniería informática.,Ingeniería informática.
"Aholku kontseiluetako kide Tecnalia-ren Osasun Arloan, IMAS eta Signo fundazioetan, eta Carlos III y Mondragón unibertsitateetako Bioingeniaritza graduetan.","Miembro de varios Consejos Asesores: División Salud de Tecnalia, Fundación IMAS, Fundación Signo, Universidades Carlos III y Mondragón en sus grados de Bioingeniería.","Un asesor en consejos de salud, miembro de Tecnalia en el área de Salud, IMAS y Signo, y profesor de Bioingeniería en las universidades Carlos III y Mondragón."
Industria Elektronikaren eta Automatikaren Ingeniaritzako Gradua (Bizkaia) (Bilboko Industria Ingeniaritza Teknikoko Unibertsitate Eskola),Grado en Ingeniería Electrónica Industrial y Automática (Bizkaia) (Escuela Universitaria de Ingeniería Técnica Industrial de Bilbao),Grado en Ingeniería Electrónica y Automática (Bizkaia) (Escuela Universitaria de Ingeniería Técnica Industrial de Bilbao)
Ondo planifikatutako gizarte ingeniaritza eraso batek enpresa suntsitu dezake.,Un ataque de ingeniería social bien planificado puede destruir empresas.,Una ingeniería social bien planificada puede destruir una empresa.
"Eraikuntzako edo ingeniaritza zibileko obra bat (sustatzailea, jabetza, azken erabiltzailea eta abar) eraikitzen parte hartzen duten eragileen artean nabarmentzekoak dira lau; eragile horien arteko harremanek zehaztuko dute ISO 10006 arauetan jasotako espirituaren arabera proiektu-kudeaketarik ezarri ote daitekeen.","Artículo de actores que intervienen en la construcción de una obra de edificación o de ingeniería civil (promotor, propiedad, usuario final, etc.) destaca cuatro cuyas relaciones van a determinar la posibilidad de establecer una gestión de proyectos según el espíritu recogido en las normas ISO 10006.","Los actores relevantes en la construcción o ingeniería civil (sustentador, propietario, usuario final, etc.) son cuatro; las relaciones entre ellos definirán si se puede establecer una gestión de proyectos según el espíritu recogido en las normas ISO 10006."
Industri Antolaketako Ingeniaritza,Ingeniería en Automoción,Ingeniería de Organización Industrial
"AFMk prestatuta, ibilbide profesionala abiatzen ari diren gazteen elkarrizketak ageri dira, hauen artean IMHko Txandakako Ingeniaritza Eskolako eta heziketa zikloetako ikasleenak.","Elaborado por AFM, incluye entrevistas a jóvenes estudiantes que acaban de iniciar su carrera profesional, entre ellos alumnos de Ingeniería en Alternancia y de Ciclos formativos del IMH","Los jóvenes que están empezando su carrera profesional aparecen entrevistados, incluyendo a los estudiantes de la Escuela de Ingeniería Rotativa del Instituto Municipal de Formación (IMH) y de los ciclos de formación."
"Horregatik guztiagatik, IK4-TEKNIKER zentro teknologikoak garatzen jarraitu behar du etengabe, bere nortasun-ezaugarriak —hala nola zorroztasuna eta berrikuntza— sekula bazter utzi gabe eta merkatuan ospea eta itzala aspaldidanik eman dizkiguten espezializazio-eremuak sustatzen jarraituz: doitasun-ingeniaritza, ekoizpen-teknologia aurreratuak edo mikro- eta nanoteknologiak, besteak beste.","Por todo ello, un centro tecnológico como IK4-TEKNIKER debe estar en constante evolución, manteniendo sus señas de identidad de siempre, como el rigor y la innovación, y apostando por unas áreas de especialización por las que el mercado nos reconoce desde hace muchos años, como la Ingeniería de Precisión, las Tecnologías Avanzadas de Producción o las Micro y Nanotecnologías.","Por todo esto, el centro tecnológico IK4-TEKNIKER debe continuar desarrollándose de manera constante, sin abandonar nunca sus características distintivas —como la precisión y la innovación— y seguir impulsando los ámbitos de especialización que nos han dado fama y prestigio en el mercado desde hace tiempo: la ingeniería de precisión, las tecnologías avanzadas de producción o las micro y nanotecnologías, entre otros."
Industria Antolaketako Ingeniaritza,Ingeniería en Tecnologías Industriales,Ingeniería de Organización Industrial
"Hori guztiaren ondoren, Edvarrek nortasun arazotsu eta desorekatua garatu zuen, hori bai, maisu izatearen oinarria emango ziona, baina sufrimendu latza ere bai. 1879an, ingeniaritza ikasten hasi zen, baina urte batzuk geroago ikasketak utzi eta arte lanean hasi zen, espresionismora hurbilduz. 1881ean, margolan pare bat saldu zituen eta lehen autorretratua margotu zuen.","De todo ello surgió una personalidad conflictiva y un tanto desequilibrada, que él mismo consideraba la base de su genio. En el año 1879 comienza la carrera de ingeniería pero unos años más tarde lo deja para empezar su carrera artística que le abrió el camino al desarrollo del expresionismo, hasta que en el año 1881 vende dos cuadros y pinta su primer autorretrato.","Después de todo esto, Edvard desarrolló una personalidad complicada y desequilibrada, que aunque sería la base de su futura maestría, también le traería un gran sufrimiento. En 1879, comenzó a estudiar ingeniería, pero unos años más tarde abandonó los estudios y se dedicó a la pintura, acercándose al expresionismo. En 1881, vendió algunas de sus pinturas y pintó su primer autorretrato."
Gradu Bikoitz hau bukatzen duzunean Ingeniaritza Mekanikoko Graduaren eta Industria Elektronikaren eta Automatikaren Ingeniaritzako Graduaren gaitasunak eskuratuko dituzu.,Doble Grado en Ingeniería Doble Grado habrás adquirido las competencias del Grado en Ingeniería Mecánica y del Grado en Ingeniería Electrónica Industrial y Automática.,"Cuando completes este grado doble, obtendrás las competencias del Grado en Ingeniería Mecánica y del Grado en Ingeniería de Electrónica y Automática Industrial."
"Izaera berritzailearekin, i+Med-ek produktu berriak diseinatu eta garatzen ditu ingeniaritza biomedikoaren alorrean, talde ikertzailearen know-how -ari esker eta baita produktuaren garapen, fabrikazioan, Osasun Produktuaren kalitatean eta zertifikazioan duen esperientziagatik ere.","Tenemos la capacidad de diseñar y fabricar nuevos productos en el campo de la ingeniería biomédica, gracias al know-how investigador del equipo y a su experiencia tanto en desarrollo de producto y fabricación como en calidad y certificación de producto sanitario. RECUBRIMIENTOS BIOCOMPATIBLES","Gracias a su carácter innovador, i+Med diseña y desarrolla nuevos productos en el campo de la ingeniería biomédica, basándose en el know-how del equipo de investigación y también en su experiencia en el desarrollo, fabricación, calidad de productos sanitarios y certificación."
"Ikasleen mugikortasunerako dauden programen bitartez, ingeniaritzako ikasleak ikasketak osatu, gradu bukaerako lanak garatu, lan esperientziak bizi eta graduondoko tituluak jasotzeko aukera izango du Europa, Asia eta Latinoameriketako hainbat herrialdetan.","INTERNACIONALIZACIÓN Los distintos programas de movilidad ofrecen a los estudiantes la oportunidad de completar los estudios universitarios, obtener titulaciones de postgrado, vivir una experiencia laboral y llevar a cabo trabajos fin de grado en Europa, Asia y América Latina.","Gracias a los programas de movilidad estudiantil, los estudiantes de ingeniería tendrán la oportunidad de completar sus estudios, desarrollar trabajos de fin de grado, adquirir experiencia laboral y obtener títulos de posgrado en varios países de Europa, Asia y América Latina."
"Bisitarien kontsultak erantzuteko, IMHko Ingeniaritza Dualaren Unibertsitate Eskolak erakustokia izango du 2019ko Orientazio Azoketan.","La Escuela Universitaria de Ingeniería Dual del IMH estará presente en las Ferias de Orientación 2019, donde dispondrá de un stand con el fin de responder a las consultas de los visitantes:","Para responder a las consultas de los visitantes, la Facultad de Ingeniería Dual de la Escuela Universitaria IMH contará con un stand en la Feria de Orientación de 2019."
"Gure produktuak oso erabiliak izan dira petrolio eta gas ingeniaritzan, ingeniaritza petrokimikoan, zentraletan, offshore ingeniaritzan, ingeniaritza nuklearrean, makineria astunetan, etxe orratzetan eta abar. Kalifikazio","Nuestros productos han sido ampliamente utilizados en ingeniería de petróleo y gas, ingeniería petroquímica, central eléctrica, ingeniería offshore, ingeniería nuclear, maquinaria pesada, rascacielos, etc.","Nuestros productos han sido muy utilizados en ingeniería de petróleo y gas, ingeniería petroquímica, centrales, ingeniería offshore, ingeniería nuclear, maquinaria pesada, rascacielos y más."
"ARIV garatzerakoan, GMk ""automobilgintzako gaitasunak erabili zituen eBike ingeniaritzan estandar altuak ezartzeko"".","En el desarrollo de ARIV, GM utilizó “capacidades de grado automotriz para establecer altos estándares en ingeniería de bicicletas eléctricas”.","Al llegar al destino, GM utilizó sus habilidades en automoción para establecer altos estándares en ingeniería de eBikes."
"Urte horretan bertan, Estatu Batuetako energia departamentuak 465 milioi dolarreko mailegua onartu zuen. Mailegu hau Model S autoaren ingeniaritzan eta produkzioan inbertitu zen[7] .","En junio de 2009 el Departamento de Energía de Estados Unidos aprobó la entrega de un préstamo de 465 millones de dólares, que formaba parte de un programa de 8000 millones de dólares para tecnologías avanzadas para vehículos.","En ese mismo año, el Departamento de Energía de Estados Unidos aprobó un préstamo de 465 millones de dólares. Este préstamo se invirtió en la ingeniería y producción del coche Model S."
"Energia-teknologia eta energia-ingeniaritza Komunikazioen eta elektronikaren ingeniaritza Ingeniaritza zibila, topografia eta eraikuntza","Tecnología e ingeniería energética Ingeniería electrónica y de las comunicaciones Ingeniería civil, topografía y construcción","Traducción al español: Tecnología y ingeniería energética Ingeniería de comunicaciones y electrónica Ingeniería civil, topografía y construcción 

Note: La frase original en euskera es: Energia-teknologia eta energia-ingeniaritza Komunikazioen eta elektronikaren ingeniaritza Ingeniaritza zibila, topografia eta eraikuntza. 

Esta frase se refiere a diferentes campos de la ingeniería: ingeniería energética, ingeniería de comunicaciones y electrónica, ingeniería civil, topografía y construcción."
"Ceit-IK4ren barruan 3 Departamentu (Materialak, Mekanika Aplikatua eta Elektronika eta Komunikazioak) eta 2 Sekzio daude (Ingurumeneko Ingeniaritza eta Mikroelektronika eta Mikrosistemak).","Ceit-IK4 se compone de tres departamentos (Materiales, Mecánica Aplicada y Electrónica y Comunicaciones) y dos áreas (Ingeniería Ambiental y de Microelectrónica y Microsistemas).","Dentro de Ceit-IK4 hay 3 Departamentos (Materiales, Mecánica Aplicada y Electrónica y Comunicaciones) y 2 Secciones (Ingeniería Ambiental y Microelectrónica y Microsistemas)."
"KONTAKTA GAITZAZU 2008an jaiotako ingeniaritza gara, industria-prozesuetan automatizazioa eta kontrol sistemak behar dituzten enpresei estaldura eta laguntza eskaintzeko sortua.",Ingeniería que nace en 2008 para ofrecer cobertura y apoyo a todas aquellas empresas del entorno necesitadas de sistemas de automatización y control en procesos industriales.,"Estamos en contacto con usted, nacimos en 2008, somos ingeniería y ofrecemos cobertura y apoyo a empresas que necesitan automatización y sistemas de control en procesos industriales."
"Industria Elektronikaren eta Automatikaren Ingeniaritzako Gradua titulu praktiko bat da, aplikazioa eta presentzia duena gure herriko sektore estrategiko gehienetan eta gure artean oso errotuta dauden arloetan, hala nola makina erremintan, automobilaren industrian, aeronautikan, robotikan eta mikroelektronikan.","El Grado en Ingeniería Electrónica Industrial y Automática es una titulación práctica con presencia y aplicación en la mayoría de los sectores estratégicos de nuestro país y en áreas con una fuerte implantación en nuestro entorno, como la máquina herramienta, […] Promotor","Grado en Ingeniería de Electrónica y Automatización Industrial es un título práctico con aplicación y presencia en la mayoría de los sectores estratégicos de nuestro país y en áreas muy arraigadas entre nosotros, como la fabricación de máquinas herramienta, la industria del automóvil, la aeronáutica, la robótica y la microelectrónica."
"Konferentzian, batez ere ingeniaritzaren arloko (sektore aeroespaziala eta eolikoa) goi-prestakuntzadun profesionalentzat izandako aurkezpen-saioa egin zen, baita beste jarduera-sektore batzuetako goi-prestakuntzadun profesionalentzako aldi bereko saioa ere.","La conferencia contó con una sesión de presentaciones dirigida principalmente a personas altamente cualificadas del ámbito de la ingeniería (sector aeroespacial y eólico), así como una sesión paralela para los profesionales altamente cualificados que operaban en otros sectores de actividad.","En la conferencia, se llevó a cabo una presentación específica para profesionales altamente cualificados en el campo de la ingeniería (especialmente en los sectores aeroespacial y eólico), así como una sesión paralela para profesionales altamente cualificados de otros sectores."
"Altuera handiko eraikin modularrak ekoizteko irtenbidea, alde batetik, ordenagailu bidez hiru dimentsioko ereduak sortzeko gaitasuna lortu zenean agertu zen. Horien bidez, ingeniaritza oso-osorik aztertzeko aukera izan zuten, ShoPArchitects-eko Christopher Sharplesek adierazi zuenez.","La solución a la producción de edificios de gran altura modulares vino, en parte, de la capacidad de crear de modelos tridimensionales computarizados que les permitieron comprobar la integridad de la ingeniería, dijo Christopher Sharples de SHoP Architects.","Una solución para producir edificios modulares de gran altura apareció cuando se logró la capacidad de generar modelos tridimensionales mediante ordenadores. Esto permitió analizar toda la ingeniería de manera completa, según explicó Christopher Sharples de ShoPArchitects."
"Proiektuarekin lotutako aholkularitza-ingeniaritza, hardware eta software gastuak dituen eta diruz laguntzeko modukoa den jarduera bat edo gehiago egiteko, 18.000 euroko diru-laguntza emango da gehienez enpresa onuradun bakoitzeko.","La subvención máxima anual para apoyar los gastos de consultoría-ingeniería, hardware y software asociados al proyecto será de 18.000 euros para la realización de una o más actuaciones subvencionables a lo largo del ejercicio.","Una actividad o más relacionadas con el proyecto, que incluye costos de ingeniería de asesoramiento, hardware y software, y que es susceptible de ser subvencionada, recibirá una ayuda económica máxima de 18.000 euros por empresa beneficiaria."
"Orobat, administrazioen, sektoreko elkarteen, komunitate zientifikoaren eta sektore honi lotutako pertsona guztien arteko lankidetza hobetzeko ere balioko du (elikagai-industria, ingeniaritza eta abar).","Igualmente, servirá para mejorar la cooperación entre administraciones, asociaciones sectoriales y comunidad científica, así como entre todas las personas vinculadas a este sector (industrias alimentarias, ingenierías, etc.).","La cooperación también servirá para mejorar la colaboración entre administraciones, asociaciones del sector, la comunidad científica y todas las personas relacionadas con este sector (industria alimentaria, ingeniería, etc.)."
